id;description;date_operation;montant;operationcategorie_id
4755;Loyers d'habitation imputés;2012-04-20;-179.85;12
4756;Entretien et de réparation du logement;2012-04-20;324.53;13
4757;Adduction d'eau et autres services relatifs au logement;2012-04-20;-173.58;14
4758;Électricité. gaz et autres combustibles;2012-04-20;337.03;15
4759;Ameublement. équipement ménager et entretien courant de la maison;2012-04-20;190.54;16
4760;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-04-20;191.87;17
4761;Articles de ménage en textile;2012-04-21;97.25;18
4762;Appareils ménagers;2012-04-21;231.23;19
4763;Verrerie. vaisselle et ustensiles de ménage;2012-04-21;376.02;20
4764;Outillage pour la maison et le jardin;2012-04-21;-322.01;21
4765;Biens et services pour l'entretien courant du logement;2012-04-21;171.53;22
4766;Santé;2012-04-21;327.14;23
4767;"Produits et appareils thérapeutiques; matériel médical";2012-04-21;261.51;24
4768;Services de consultation externe;2012-04-21;354.35;25
4769;Services hospitaliers;2012-04-21;376.12;26
4770;Transports;2012-04-21;-53.36;27
4771;Achats de véhicules;2012-04-22;459.91;28
4772;Utilisation de véhicules personnels;2012-04-22;36.39;29
4773;Services de transport;2012-04-22;70.65;30
4774;Communications;2012-04-22;432.98;31
4775;Communications;2012-04-22;482.52;32
4776;Loisirs et culture;2012-04-22;-187.93;33
4777;Équipements audiovisuels. photographiques et informatiques;2012-04-22;-393.26;34
4778;Autres biens durables importants du domaine des loisirs et de la culture;2012-04-22;-181.90;35
4779;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-04-22;44.20;36
4780;Services récréatifs et culturels;2012-04-22;389.52;37
4781;Édition. presse et papeterie;2012-04-23;147.69;38
4782;Voyages à forfait;2012-04-23;272.03;39
4783;Enseignement;2012-04-23;-376.82;40
4784;Enseignement;2012-04-23;-364.72;41
4785;Restaurants et hôtels;2012-04-23;165.57;42
4786;Services de restauration;2012-04-23;220.38;43
4787;Services d'hébergement;2012-04-23;-219.50;44
4788;Autres biens et servicesDocumentation des articles;2012-04-23;-158.73;45
4789;Soins personnels;2012-04-23;137.42;46
4790;Effets personnels n.d.a.;2012-04-23;103.84;47
4791;Protection sociale;2012-04-24;-213.77;48
4792;Assurances;2012-04-24;-107.12;49
4793;Services financiers n.d.a;2012-04-24;-489.11;50
4794;Autres services n.d.a;2012-04-24;309.43;51
4795;Produits alimentaires et boissons non alcoolisées;2012-04-24;408.81;1
4796;Produits alimentaires;2012-04-24;-495.82;2
4797;Boissons non alcoolisées;2012-04-24;-105.25;3
4798;Boissons alcoolisées et tabac;2012-04-24;413.65;4
4799;Boissons alcoolisées;2012-04-24;396.28;5
4800;Tabac;2012-04-24;-149.53;6
4801;Articles d'habillement et articles chaussants;2012-04-25;-373.17;7
4802;Articles d'habillement;2012-04-25;20.22;8
4803;Articles chaussants;2012-04-25;-286.50;9
4804;Logement. eau. électricité. gaz et autres combustibles;2012-04-25;470.98;10
4805;Loyers d'habitation réels;2012-04-25;406.06;11
4806;Loyers d'habitation imputés;2012-04-25;493.39;12
4807;Entretien et de réparation du logement;2012-04-25;-277.11;13
4808;Adduction d'eau et autres services relatifs au logement;2012-04-25;-405.82;14
4809;Électricité. gaz et autres combustibles;2012-04-25;178.13;15
4810;Ameublement. équipement ménager et entretien courant de la maison;2012-04-25;315.44;16
4811;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-04-26;-75.95;17
4812;Articles de ménage en textile;2012-04-26;-395.50;18
4813;Appareils ménagers;2012-04-26;258.98;19
4814;Verrerie. vaisselle et ustensiles de ménage;2012-04-26;-2.37;20
4815;Outillage pour la maison et le jardin;2012-04-26;-260.09;21
4816;Biens et services pour l'entretien courant du logement;2012-04-26;497.70;22
4817;Santé;2012-04-26;49.19;23
4818;"Produits et appareils thérapeutiques; matériel médical";2012-04-26;-370.11;24
4819;Services de consultation externe;2012-04-26;-145.03;25
4820;Services hospitaliers;2012-04-26;-93.85;26
4821;Transports;2012-04-27;-182.24;27
4822;Achats de véhicules;2012-04-27;213.55;28
4823;Utilisation de véhicules personnels;2012-04-27;-250.77;29
4824;Services de transport;2012-04-27;-221.50;30
4825;Communications;2012-04-27;-361.13;31
4826;Communications;2012-04-27;17.27;32
4827;Loisirs et culture;2012-04-27;83.33;33
4828;Équipements audiovisuels. photographiques et informatiques;2012-04-27;-303.41;34
4829;Autres biens durables importants du domaine des loisirs et de la culture;2012-04-27;-412.87;35
4830;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-04-27;69.38;36
4831;Services récréatifs et culturels;2012-04-28;-321.53;37
4832;Édition. presse et papeterie;2012-04-28;-377.00;38
4833;Voyages à forfait;2012-04-28;477.57;39
4834;Enseignement;2012-04-28;496.79;40
4835;Enseignement;2012-04-28;365.64;41
4836;Restaurants et hôtels;2012-04-28;483.92;42
4837;Services de restauration;2012-04-28;337.00;43
4838;Services d'hébergement;2012-04-28;-93.12;44
4839;Autres biens et servicesDocumentation des articles;2012-04-28;-307.67;45
4840;Soins personnels;2012-04-28;100.82;46
4841;Effets personnels n.d.a.;2012-04-29;217.14;47
4842;Protection sociale;2012-04-29;465.61;48
4843;Assurances;2012-04-29;-448.65;49
4844;Services financiers n.d.a;2012-04-29;-138.14;50
4845;Autres services n.d.a;2012-04-29;184.04;51
4846;Produits alimentaires et boissons non alcoolisées;2012-04-29;441.43;1
4847;Produits alimentaires;2012-04-29;-390.94;2
4848;Boissons non alcoolisées;2012-04-29;360.30;3
4849;Boissons alcoolisées et tabac;2012-04-29;289.41;4
4850;Boissons alcoolisées;2012-04-29;-204.41;5
4851;Tabac;2012-04-30;-43.41;6
4852;Articles d'habillement et articles chaussants;2012-04-30;-89.28;7
4853;Articles d'habillement;2012-04-30;434.07;8
4854;Articles chaussants;2012-04-30;172.19;9
4855;Logement. eau. électricité. gaz et autres combustibles;2012-04-30;4.10;10
4856;Loyers d'habitation réels;2012-04-30;369.93;11
4857;Loyers d'habitation imputés;2012-04-30;-29.82;12
4858;Entretien et de réparation du logement;2012-04-30;-498.86;13
4859;Adduction d'eau et autres services relatifs au logement;2012-04-30;246.34;14
4860;Électricité. gaz et autres combustibles;2012-04-30;-71.83;15
4861;Ameublement. équipement ménager et entretien courant de la maison;2012-05-01;-406.04;16
4862;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-05-01;9.83;17
4863;Articles de ménage en textile;2012-05-01;356.08;18
4864;Appareils ménagers;2012-05-01;-350.79;19
4865;Verrerie. vaisselle et ustensiles de ménage;2012-05-01;-87.44;20
4866;Outillage pour la maison et le jardin;2012-05-01;-400.91;21
4867;Biens et services pour l'entretien courant du logement;2012-05-01;-424.00;22
4868;Santé;2012-05-01;228.31;23
4869;"Produits et appareils thérapeutiques; matériel médical";2012-05-01;344.11;24
4870;Services de consultation externe;2012-05-01;152.07;25
4871;Services hospitaliers;2012-05-02;158.63;26
4872;Transports;2012-05-02;-141.70;27
4873;Achats de véhicules;2012-05-02;393.79;28
4874;Utilisation de véhicules personnels;2012-05-02;-190.90;29
4875;Services de transport;2012-05-02;-239.49;30
4876;Communications;2012-05-02;30.74;31
4877;Communications;2012-05-02;-151.87;32
4878;Loisirs et culture;2012-05-02;278.85;33
4879;Équipements audiovisuels. photographiques et informatiques;2012-05-02;-0.85;34
4880;Autres biens durables importants du domaine des loisirs et de la culture;2012-05-02;247.19;35
4881;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-05-03;-336.10;36
4882;Services récréatifs et culturels;2012-05-03;146.18;37
4883;Édition. presse et papeterie;2012-05-03;-352.93;38
4884;Voyages à forfait;2012-05-03;434.08;39
4885;Enseignement;2012-05-03;282.47;40
4886;Enseignement;2012-05-03;-47.17;41
4887;Restaurants et hôtels;2012-05-03;320.20;42
4888;Services de restauration;2012-05-03;-72.93;43
4889;Services d'hébergement;2012-05-03;-245.17;44
4890;Autres biens et servicesDocumentation des articles;2012-05-03;284.01;45
4891;Soins personnels;2012-05-04;-364.99;46
4892;Effets personnels n.d.a.;2012-05-04;296.53;47
4893;Protection sociale;2012-05-04;441.79;48
4894;Assurances;2012-05-04;106.27;49
4895;Services financiers n.d.a;2012-05-04;165.01;50
4896;Autres services n.d.a;2012-05-04;-75.26;51
4897;Produits alimentaires et boissons non alcoolisées;2012-05-04;-276.54;1
4898;Produits alimentaires;2012-05-04;384.36;2
4899;Boissons non alcoolisées;2012-05-04;-395.84;3
4900;Boissons alcoolisées et tabac;2012-05-04;-339.50;4
4901;Boissons alcoolisées;2012-05-05;-468.92;5
4902;Tabac;2012-05-05;447.08;6
4903;Articles d'habillement et articles chaussants;2012-05-05;-3.55;7
4904;Articles d'habillement;2012-05-05;324.12;8
4905;Articles chaussants;2012-05-05;188.92;9
4906;Logement. eau. électricité. gaz et autres combustibles;2012-05-05;387.42;10
4907;Loyers d'habitation réels;2012-05-05;-383.67;11
4908;Loyers d'habitation imputés;2012-05-05;360.96;12
4909;Entretien et de réparation du logement;2012-05-05;-284.35;13
4910;Adduction d'eau et autres services relatifs au logement;2012-05-05;370.21;14
4911;Électricité. gaz et autres combustibles;2012-05-06;355.09;15
4912;Ameublement. équipement ménager et entretien courant de la maison;2012-05-06;-278.31;16
4913;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-05-06;-137.02;17
4914;Articles de ménage en textile;2012-05-06;96.25;18
4915;Appareils ménagers;2012-05-06;138.13;19
4916;Verrerie. vaisselle et ustensiles de ménage;2012-05-06;-344.59;20
4917;Outillage pour la maison et le jardin;2012-05-06;471.14;21
4918;Biens et services pour l'entretien courant du logement;2012-05-06;-151.67;22
4919;Santé;2012-05-06;-296.68;23
4920;"Produits et appareils thérapeutiques; matériel médical";2012-05-06;-78.65;24
4921;Services de consultation externe;2012-05-07;-352.00;25
4922;Services hospitaliers;2012-05-07;-152.88;26
4923;Transports;2012-05-07;44.77;27
4924;Achats de véhicules;2012-05-07;-135.50;28
4925;Utilisation de véhicules personnels;2012-05-07;2.48;29
4926;Services de transport;2012-05-07;416.94;30
4927;Communications;2012-05-07;-85.79;31
4928;Communications;2012-05-07;318.66;32
4929;Loisirs et culture;2012-05-07;361.10;33
4930;Équipements audiovisuels. photographiques et informatiques;2012-05-07;413.77;34
4931;Autres biens durables importants du domaine des loisirs et de la culture;2012-05-08;138.06;35
4932;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-05-08;-459.47;36
4933;Services récréatifs et culturels;2012-05-08;-270.21;37
4934;Édition. presse et papeterie;2012-05-08;-23.99;38
4935;Voyages à forfait;2012-05-08;-395.88;39
4936;Enseignement;2012-05-08;-495.17;40
4937;Enseignement;2012-05-08;7.69;41
4938;Restaurants et hôtels;2012-05-08;39.47;42
4939;Services de restauration;2012-05-08;-284.21;43
4940;Services d'hébergement;2012-05-08;138.27;44
4941;Autres biens et servicesDocumentation des articles;2012-05-09;422.60;45
4942;Soins personnels;2012-05-09;77.90;46
4943;Effets personnels n.d.a.;2012-05-09;-240.82;47
4944;Protection sociale;2012-05-09;340.76;48
4945;Assurances;2012-05-09;-88.83;49
4946;Services financiers n.d.a;2012-05-09;-23.81;50
4947;Autres services n.d.a;2012-05-09;5.48;51
4948;Produits alimentaires et boissons non alcoolisées;2012-05-09;498.47;1
4949;Produits alimentaires;2012-05-09;201.42;2
4950;Boissons non alcoolisées;2012-05-09;177.85;3
4951;Boissons alcoolisées et tabac;2012-05-10;160.32;4
4952;Boissons alcoolisées;2012-05-10;-270.67;5
4953;Tabac;2012-05-10;356.96;6
4954;Articles d'habillement et articles chaussants;2012-05-10;423.22;7
4955;Articles d'habillement;2012-05-10;-119.50;8
4956;Articles chaussants;2012-05-10;-418.42;9
4957;Logement. eau. électricité. gaz et autres combustibles;2012-05-10;-162.84;10
4958;Loyers d'habitation réels;2012-05-10;13.57;11
4959;Loyers d'habitation imputés;2012-05-10;-113.33;12
4960;Entretien et de réparation du logement;2012-05-10;132.38;13
4961;Adduction d'eau et autres services relatifs au logement;2012-05-11;-230.43;14
4962;Électricité. gaz et autres combustibles;2012-05-11;-214.74;15
4963;Ameublement. équipement ménager et entretien courant de la maison;2012-05-11;3.40;16
4964;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-05-11;9.81;17
4965;Articles de ménage en textile;2012-05-11;-70.08;18
4966;Appareils ménagers;2012-05-11;100.10;19
4967;Verrerie. vaisselle et ustensiles de ménage;2012-05-11;-412.86;20
4968;Outillage pour la maison et le jardin;2012-05-11;-185.33;21
4969;Biens et services pour l'entretien courant du logement;2012-05-11;-267.93;22
4970;Santé;2012-05-11;-217.54;23
4971;"Produits et appareils thérapeutiques; matériel médical";2012-05-12;-95.15;24
4972;Services de consultation externe;2012-05-12;-369.98;25
4973;Services hospitaliers;2012-05-12;194.21;26
4974;Transports;2012-05-12;121.53;27
4975;Achats de véhicules;2012-05-12;-181.10;28
4976;Utilisation de véhicules personnels;2012-05-12;-371.78;29
4977;Services de transport;2012-05-12;-281.78;30
4978;Communications;2012-05-12;260.63;31
4979;Communications;2012-05-12;376.63;32
4980;Loisirs et culture;2012-05-12;-472.88;33
4981;Équipements audiovisuels. photographiques et informatiques;2012-05-13;447.84;34
4982;Autres biens durables importants du domaine des loisirs et de la culture;2012-05-13;473.13;35
4983;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-05-13;92.51;36
4984;Services récréatifs et culturels;2012-05-13;411.79;37
4985;Édition. presse et papeterie;2012-05-13;-445.05;38
4986;Voyages à forfait;2012-05-13;-245.72;39
4987;Enseignement;2012-05-13;-179.21;40
4988;Enseignement;2012-05-13;-292.34;41
4989;Restaurants et hôtels;2012-05-13;-284.63;42
4990;Services de restauration;2012-05-13;-128.40;43
4991;Services d'hébergement;2012-05-14;-115.78;44
4992;Autres biens et servicesDocumentation des articles;2012-05-14;-188.91;45
4993;Soins personnels;2012-05-14;326.91;46
4994;Effets personnels n.d.a.;2012-05-14;128.37;47
4995;Protection sociale;2012-05-14;348.26;48
4996;Assurances;2012-05-14;-79.96;49
4997;Services financiers n.d.a;2012-05-14;-92.41;50
4998;Autres services n.d.a;2012-05-14;249.28;51
4999;Produits alimentaires et boissons non alcoolisées;2012-05-14;225.74;1
5000;Produits alimentaires;2012-05-14;157.41;2
5001;Boissons non alcoolisées;2012-05-15;267.24;3
5002;Boissons alcoolisées et tabac;2012-05-15;454.96;4
5003;Boissons alcoolisées;2012-05-15;-376.32;5
5004;Tabac;2012-05-15;194.36;6
5005;Articles d'habillement et articles chaussants;2012-05-15;379.92;7
5006;Articles d'habillement;2012-05-15;299.39;8
5007;Articles chaussants;2012-05-15;370.83;9
5008;Logement. eau. électricité. gaz et autres combustibles;2012-05-15;416.29;10
5009;Loyers d'habitation réels;2012-05-15;455.83;11
5010;Loyers d'habitation imputés;2012-05-15;-352.29;12
5011;Entretien et de réparation du logement;2012-05-16;-423.05;13
5012;Adduction d'eau et autres services relatifs au logement;2012-05-16;295.64;14
5013;Électricité. gaz et autres combustibles;2012-05-16;-38.80;15
5014;Ameublement. équipement ménager et entretien courant de la maison;2012-05-16;282.19;16
5015;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-05-16;-64.98;17
5016;Articles de ménage en textile;2012-05-16;489.81;18
5017;Appareils ménagers;2012-05-16;-47.31;19
5018;Verrerie. vaisselle et ustensiles de ménage;2012-05-16;-86.09;20
5019;Outillage pour la maison et le jardin;2012-05-16;-46.18;21
5020;Biens et services pour l'entretien courant du logement;2012-05-16;-226.52;22
5021;Santé;2012-05-17;2.87;23
5022;"Produits et appareils thérapeutiques; matériel médical";2012-05-17;478.18;24
5023;Services de consultation externe;2012-05-17;403.81;25
5024;Services hospitaliers;2012-05-17;451.62;26
5025;Transports;2012-05-17;-183.06;27
5026;Achats de véhicules;2012-05-17;-160.29;28
5027;Utilisation de véhicules personnels;2012-05-17;428.93;29
5028;Services de transport;2012-05-17;2.92;30
5029;Communications;2012-05-17;-180.43;31
5030;Communications;2012-05-17;365.06;32
5031;Loisirs et culture;2012-05-18;-143.88;33
5032;Équipements audiovisuels. photographiques et informatiques;2012-05-18;363.45;34
5033;Autres biens durables importants du domaine des loisirs et de la culture;2012-05-18;167.51;35
5034;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-05-18;-210.98;36
5035;Services récréatifs et culturels;2012-05-18;124.16;37
5036;Édition. presse et papeterie;2012-05-18;-97.14;38
5037;Voyages à forfait;2012-05-18;414.39;39
5038;Enseignement;2012-05-18;-354.68;40
5039;Enseignement;2012-05-18;48.64;41
5040;Restaurants et hôtels;2012-05-18;-321.18;42
5041;Services de restauration;2012-05-19;358.94;43
5042;Services d'hébergement;2012-05-19;-348.03;44
5043;Autres biens et servicesDocumentation des articles;2012-05-19;206.76;45
5044;Soins personnels;2012-05-19;-12.17;46
5045;Effets personnels n.d.a.;2012-05-19;327.80;47
5046;Protection sociale;2012-05-19;366.38;48
5047;Assurances;2012-05-19;215.08;49
5048;Services financiers n.d.a;2012-05-19;396.69;50
5049;Autres services n.d.a;2012-05-19;300.93;51
5050;Produits alimentaires et boissons non alcoolisées;2012-05-19;-155.90;1
5051;Produits alimentaires;2012-05-20;232.59;2
5052;Boissons non alcoolisées;2012-05-20;-361.36;3
5053;Boissons alcoolisées et tabac;2012-05-20;327.04;4
5054;Boissons alcoolisées;2012-05-20;-378.62;5
5055;Tabac;2012-05-20;342.19;6
5056;Articles d'habillement et articles chaussants;2012-05-20;-296.17;7
5057;Articles d'habillement;2012-05-20;-121.45;8
5058;Articles chaussants;2012-05-20;-192.23;9
5059;Logement. eau. électricité. gaz et autres combustibles;2012-05-20;-397.34;10
5060;Loyers d'habitation réels;2012-05-20;-20.72;11
5061;Loyers d'habitation imputés;2012-05-21;-40.63;12
5062;Entretien et de réparation du logement;2012-05-21;0.48;13
5063;Adduction d'eau et autres services relatifs au logement;2012-05-21;-473.72;14
5064;Électricité. gaz et autres combustibles;2012-05-21;-43.85;15
5065;Ameublement. équipement ménager et entretien courant de la maison;2012-05-21;-292.03;16
5066;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-05-21;404.54;17
5067;Articles de ménage en textile;2012-05-21;-67.14;18
5068;Appareils ménagers;2012-05-21;-431.75;19
5069;Verrerie. vaisselle et ustensiles de ménage;2012-05-21;-209.53;20
5070;Outillage pour la maison et le jardin;2012-05-21;426.74;21
5071;Biens et services pour l'entretien courant du logement;2012-05-22;403.09;22
5072;Santé;2012-05-22;290.80;23
5073;"Produits et appareils thérapeutiques; matériel médical";2012-05-22;-335.33;24
5074;Services de consultation externe;2012-05-22;-388.34;25
5075;Services hospitaliers;2012-05-22;-77.25;26
5076;Transports;2012-05-22;250.76;27
5077;Achats de véhicules;2012-05-22;-495.52;28
5078;Utilisation de véhicules personnels;2012-05-22;-137.26;29
5079;Services de transport;2012-05-22;59.36;30
5080;Communications;2012-05-22;357.54;31
5081;Communications;2012-05-23;308.28;32
5082;Loisirs et culture;2012-05-23;-435.91;33
5083;Équipements audiovisuels. photographiques et informatiques;2012-05-23;280.19;34
5084;Autres biens durables importants du domaine des loisirs et de la culture;2012-05-23;-434.87;35
5085;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-05-23;-409.54;36
5086;Services récréatifs et culturels;2012-05-23;137.02;37
5087;Édition. presse et papeterie;2012-05-23;40.18;38
5088;Voyages à forfait;2012-05-23;-104.22;39
5089;Enseignement;2012-05-23;-432.87;40
5090;Enseignement;2012-05-23;-61.84;41
5091;Restaurants et hôtels;2012-05-24;237.79;42
5092;Services de restauration;2012-05-24;-42.19;43
5093;Services d'hébergement;2012-05-24;296.89;44
5094;Autres biens et servicesDocumentation des articles;2012-05-24;-480.73;45
5095;Soins personnels;2012-05-24;403.46;46
5096;Effets personnels n.d.a.;2012-05-24;-248.95;47
5097;Protection sociale;2012-05-24;68.21;48
5098;Assurances;2012-05-24;-98.37;49
5099;Services financiers n.d.a;2012-05-24;241.66;50
5100;Autres services n.d.a;2012-05-24;-40.29;51
5101;Produits alimentaires et boissons non alcoolisées;2012-05-25;407.41;1
5102;Produits alimentaires;2012-05-25;321.04;2
5103;Boissons non alcoolisées;2012-05-25;322.44;3
5104;Boissons alcoolisées et tabac;2012-05-25;362.76;4
5105;Boissons alcoolisées;2012-05-25;319.69;5
5106;Tabac;2012-05-25;288.58;6
5107;Articles d'habillement et articles chaussants;2012-05-25;152.22;7
5108;Articles d'habillement;2012-05-25;100.10;8
5109;Articles chaussants;2012-05-25;-162.15;9
5110;Logement. eau. électricité. gaz et autres combustibles;2012-05-25;-81.88;10
5111;Loyers d'habitation réels;2012-05-26;-402.84;11
5112;Loyers d'habitation imputés;2012-05-26;-344.68;12
5113;Entretien et de réparation du logement;2012-05-26;-240.96;13
5114;Adduction d'eau et autres services relatifs au logement;2012-05-26;294.49;14
5115;Électricité. gaz et autres combustibles;2012-05-26;249.31;15
5116;Ameublement. équipement ménager et entretien courant de la maison;2012-05-26;26.71;16
5117;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-05-26;-309.35;17
5118;Articles de ménage en textile;2012-05-26;224.12;18
5119;Appareils ménagers;2012-05-26;211.60;19
5120;Verrerie. vaisselle et ustensiles de ménage;2012-05-26;210.62;20
5121;Outillage pour la maison et le jardin;2012-05-27;30.94;21
5122;Biens et services pour l'entretien courant du logement;2012-05-27;118.31;22
5123;Santé;2012-05-27;68.06;23
5124;"Produits et appareils thérapeutiques; matériel médical";2012-05-27;-115.94;24
5125;Services de consultation externe;2012-05-27;263.07;25
5126;Services hospitaliers;2012-05-27;462.98;26
5127;Transports;2012-05-27;281.90;27
5128;Achats de véhicules;2012-05-27;-6.38;28
5129;Utilisation de véhicules personnels;2012-05-27;236.92;29
5130;Services de transport;2012-05-27;-176.62;30
5131;Communications;2012-05-28;-127.87;31
5132;Communications;2012-05-28;380.10;32
5133;Loisirs et culture;2012-05-28;172.88;33
5134;Équipements audiovisuels. photographiques et informatiques;2012-05-28;-9.17;34
5135;Autres biens durables importants du domaine des loisirs et de la culture;2012-05-28;209.84;35
5136;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-05-28;197.63;36
5137;Services récréatifs et culturels;2012-05-28;121.47;37
5138;Édition. presse et papeterie;2012-05-28;250.79;38
5139;Voyages à forfait;2012-05-28;-35.30;39
5140;Enseignement;2012-05-28;99.07;40
5141;Enseignement;2012-05-29;240.06;41
5142;Restaurants et hôtels;2012-05-29;-416.98;42
5143;Services de restauration;2012-05-29;-312.71;43
5144;Services d'hébergement;2012-05-29;327.88;44
5145;Autres biens et servicesDocumentation des articles;2012-05-29;-388.93;45
5146;Soins personnels;2012-05-29;147.18;46
5147;Effets personnels n.d.a.;2012-05-29;-58.58;47
5148;Protection sociale;2012-05-29;271.70;48
5149;Assurances;2012-05-29;-322.74;49
5150;Services financiers n.d.a;2012-05-29;-491.95;50
5151;Autres services n.d.a;2012-05-30;-269.17;51
5152;Produits alimentaires et boissons non alcoolisées;2012-05-30;372.82;1
5153;Produits alimentaires;2012-05-30;366.05;2
5154;Boissons non alcoolisées;2012-05-30;271.91;3
5155;Boissons alcoolisées et tabac;2012-05-30;283.05;4
5156;Boissons alcoolisées;2012-05-30;-411.23;5
5157;Tabac;2012-05-30;227.39;6
5158;Articles d'habillement et articles chaussants;2012-05-30;121.19;7
5159;Articles d'habillement;2012-05-30;226.75;8
5160;Articles chaussants;2012-05-30;-279.26;9
5161;Logement. eau. électricité. gaz et autres combustibles;2012-05-31;438.72;10
5162;Loyers d'habitation réels;2012-05-31;-356.06;11
5163;Loyers d'habitation imputés;2012-05-31;-436.38;12
5164;Entretien et de réparation du logement;2012-05-31;33.15;13
5165;Adduction d'eau et autres services relatifs au logement;2012-05-31;-258.04;14
5166;Électricité. gaz et autres combustibles;2012-05-31;-499.00;15
5167;Ameublement. équipement ménager et entretien courant de la maison;2012-05-31;-115.19;16
5168;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-05-31;450.07;17
5169;Articles de ménage en textile;2012-05-31;-353.55;18
5170;Appareils ménagers;2012-05-31;483.48;19
5171;Verrerie. vaisselle et ustensiles de ménage;2012-06-01;-352.10;20
5172;Outillage pour la maison et le jardin;2012-06-01;-246.84;21
5173;Biens et services pour l'entretien courant du logement;2012-06-01;-490.96;22
5174;Santé;2012-06-01;-68.49;23
5175;"Produits et appareils thérapeutiques; matériel médical";2012-06-01;434.80;24
5176;Services de consultation externe;2012-06-01;96.36;25
5177;Services hospitaliers;2012-06-01;414.10;26
5178;Transports;2012-06-01;-119.76;27
5179;Achats de véhicules;2012-06-01;-249.00;28
5180;Utilisation de véhicules personnels;2012-06-01;185.82;29
5181;Services de transport;2012-06-02;419.41;30
5182;Communications;2012-06-02;-188.73;31
5183;Communications;2012-06-02;-280.84;32
5184;Loisirs et culture;2012-06-02;-498.94;33
5185;Équipements audiovisuels. photographiques et informatiques;2012-06-02;128.05;34
5186;Autres biens durables importants du domaine des loisirs et de la culture;2012-06-02;395.07;35
5187;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-06-02;367.85;36
5188;Services récréatifs et culturels;2012-06-02;-269.34;37
5189;Édition. presse et papeterie;2012-06-02;-486.19;38
5190;Voyages à forfait;2012-06-02;74.41;39
5191;Enseignement;2012-06-03;74.25;40
5192;Enseignement;2012-06-03;110.10;41
5193;Restaurants et hôtels;2012-06-03;-66.52;42
5194;Services de restauration;2012-06-03;-338.78;43
5195;Services d'hébergement;2012-06-03;-297.01;44
5196;Autres biens et servicesDocumentation des articles;2012-06-03;-131.87;45
5197;Soins personnels;2012-06-03;-128.71;46
5198;Effets personnels n.d.a.;2012-06-03;323.07;47
5199;Protection sociale;2012-06-03;-148.68;48
5200;Assurances;2012-06-03;-72.72;49
5201;Services financiers n.d.a;2012-06-04;-298.34;50
5202;Autres services n.d.a;2012-06-04;395.25;51
5203;Produits alimentaires et boissons non alcoolisées;2012-06-04;-195.73;1
5204;Produits alimentaires;2012-06-04;385.32;2
5205;Boissons non alcoolisées;2012-06-04;-387.88;3
5206;Boissons alcoolisées et tabac;2012-06-04;-140.77;4
5207;Boissons alcoolisées;2012-06-04;-409.03;5
5208;Tabac;2012-06-04;384.85;6
5209;Articles d'habillement et articles chaussants;2012-06-04;76.97;7
5210;Articles d'habillement;2012-06-04;69.25;8
5211;Articles chaussants;2012-06-05;-132.25;9
5212;Logement. eau. électricité. gaz et autres combustibles;2012-06-05;-167.67;10
5213;Loyers d'habitation réels;2012-06-05;285.59;11
5214;Loyers d'habitation imputés;2012-06-05;114.01;12
5215;Entretien et de réparation du logement;2012-06-05;291.66;13
5216;Adduction d'eau et autres services relatifs au logement;2012-06-05;421.69;14
5217;Électricité. gaz et autres combustibles;2012-06-05;-129.99;15
5218;Ameublement. équipement ménager et entretien courant de la maison;2012-06-05;-302.16;16
5219;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-06-05;-473.56;17
5220;Articles de ménage en textile;2012-06-05;-261.77;18
5221;Appareils ménagers;2012-06-06;-269.72;19
5222;Verrerie. vaisselle et ustensiles de ménage;2012-06-06;-147.02;20
5223;Outillage pour la maison et le jardin;2012-06-06;11.07;21
5224;Biens et services pour l'entretien courant du logement;2012-06-06;-471.77;22
5225;Santé;2012-06-06;-59.52;23
5226;"Produits et appareils thérapeutiques; matériel médical";2012-06-06;327.20;24
5227;Services de consultation externe;2012-06-06;-181.98;25
5228;Services hospitaliers;2012-06-06;-311.20;26
5229;Transports;2012-06-06;208.65;27
5230;Achats de véhicules;2012-06-06;-48.19;28
5231;Utilisation de véhicules personnels;2012-06-07;124.39;29
5232;Services de transport;2012-06-07;340.93;30
